place_id,name,address,lat,lng
ChIJLTrceFIN9xQRyrX_peRRH3I,Shanghai The Obstetrics And Gynecology Hospital Affiliated to Fudan University,"128 Shen Yang Lu, Yang Pu Qu",31.25965,121.534629
ChIJT4tnLpl6sjURIKegwvyHn1c,Ruijin Hospital,"573 Xu Jia Hui Lu, Huang Pu Qu",31.206507,121.471901
ChIJwSRTjIBxsjURKXCc8fR4jIw,"Yueyang Hospital, Shanghai University of Traditional Chinese Medicine","110 Gan He Lu, Hong Kou Qu",31.289165,121.488271
ChIJ820xsAZ6sjURgCPwdZLzY3Q,第九人民医院,"严镇路166号, Pu Dong Xin Qu, Shang Hai Shi",31.19163000000001,121.530729
ChIJl3C07QNxsjURriYywVugS6I,上海联合移民体检中心,"东长治路505号, Hong Kou Qu, Shang Hai Shi",31.250436,121.498211
ChIJO6MdN0NlsjURE1pxYFTtplo,上海市皮肤病医院,"武夷路200号, Chang Ning Qu",31.213409,121.426828
ChIJmYhwzpxjsjURRGIJ1smvFtk,Children's Hospital of Fudan University （East Gate）,"49QW+RF5, Wan Yuan Lu, Min Hang Qu",31.1395059,121.3962483
ChIJGYicEPhysjURqnzmEP2xUoM,Tangqiao Community Health Service Station,"8FMJ+J72, Baoshan",31.334014,121.480628
ChIJE7Ir1yZ6sjUR0zhoXvHKZlU,Huayang,"5G9M+JG3, Dong Shu Fang Lu, Pu Dong Xin Qu",31.169019,121.533803
ChIJufwUBVhhsjUR8ux9fQ6VxE0,Huayang,"三八路26号, 七宝三八路, Min Hang Qu",31.150802,121.35355
ChIJB03B4d-IrTURinaim1wTuec,Huayang,"544 Cheng Nan Lu, Chuansha, Pu Dong Xin Qu",31.190866,121.696814
ChIJWbcyEktxsjURlqUNshiKplY,红房子妇产科医院杨浦院区,"沈阳路128号, Yang Pu Qu",31.25961,121.534578
ChIJcygxQldisjURIn0uekSvIw8,Kezhihao,"104 Teng Chong Lu, Min Hang Qu",31.099721,121.395467
ChIJL5y5wtJ1sjURwn7fzH49b90,Kezhihao,"-1、10, 8 Shou Guang Lu, Pu Dong Xin Qu",31.27227,121.58402
ChIJYzpfC9J6sjURxUvnK0movno,龙华医院门诊部,"725 Wan Ping Nan Lu, Wantiguan, Xu Hui Qu",31.186734,121.4500137
ChIJ-1bOvAxksjURrUQDpSeGH6I,Qibao Community Health Service Center,"596G+H8W, Hong Xin Lu, Min Hang Qu",31.161476,121.375838
ChIJ7WTExZ56sjUR0FPAfQlWjXo,Shanghai Taikuntang Traditional Chinese Medicine Hospital,"553 Xie Xu Lu, 打浦桥, Huang Pu Qu",31.207528,121.472213
ChIJc0A-Cl9FsjURpQa2GIjPbzY,嘉定区精神卫生中心,"701 望安路, Jia Ding Qu",31.346989,121.147167
ChIJz1xfDvtlsjURB-uLtYwavj0,Xincun Community Health Service Station,"1479 Tong Pu Lu, Pu Tuo Qu",31.23366499999999,121.361775
ChIJ8ZjleFuIsjURZmHK15ByTik,Minhang Voluntary Zixing Psychosis Kangfuyuan,"2CH8+GJ8, Deng Hui Lu, Min Hang Qu",31.02879799999999,121.416568
ChIJGR4P4MVwsjURWu8z8mb58Jo,Shanghai Changhang Hospital,"523 Lao Shan Lu, Pu Dong Xin Qu",31.2278916,121.5224568
ChIJM_gs9VhtsjURR89GOdi5ivw,Community Health Service Center of Yanghang Town,"239 Yang Tai Lu, Bao Shan Qu",31.37121900000001,121.444179
ChIJua7busNwsjUR5k_CecB-ZEQ,Arrail Dental,"500 Zhang Yang Lu, Pu Dong Xin Qu",31.227179,121.517877
ChIJ8zY3M6x6sjURCiGWWvwDk0s,Shanghai Ophthalmology Linchuang Quality Control Center,"19 Bao Qing Lu, Xu Hui Qu",31.210207,121.45037
ChIJQwNCQM75sjUR8kYiToxA6Sc,Huqing Out-patient Department,"15弄2 Xiang Ning Bang Lu, Qing Pu Qu, Shang Hai Shi",31.10835890000001,121.0663905
