sample_idx,sample_lat,sample_lng,place_id,hosp_name,hosp_addr,hosp_lat,hosp_lng,dist_m,dur_s,name,address,lat,lng
0,40.42517372024786,116.06324452816428,ChIJE953HCq-8DURaqhfh3tXEvc,4,"CXXQ+HCW, 延庆镇, 育仁巷, Yan Qing Qu",40.4489992,115.9885787,8526,1074,Beijing Police Hospital Yanqing Branch,"CXXQ+HCW, 延庆镇, 育仁巷, Yan Qing Qu",40.4489992,115.9885787
1,39.610561052744494,116.65842218243912,ChIJb7VmXmiy8TUROkg3fSqAyZE,51,"VF3J+82P, Da Yang Fang Lu, Chao Yang Qu",39.853344,116.480071,52666,2649,Shibalidian Community Health Service Center,"VF3J+82P, Da Yang Fang Lu, Chao Yang Qu",39.853344,116.480071
2,40.518206770148446,116.28842997392567,ChIJE953HCq-8DURaqhfh3tXEvc,4,"CXXQ+HCW, 延庆镇, 育仁巷, Yan Qing Qu",40.4489992,115.9885787,33171,3497,Beijing Police Hospital Yanqing Branch,"CXXQ+HCW, 延庆镇, 育仁巷, Yan Qing Qu",40.4489992,115.9885787
3,40.66179367769773,116.9982559082674,ChIJo_5m3oQb8TUR5LQKibiSChg,31,"牛板路板桥段23号, 牛板路, Shun Yi Qu",40.210565,116.524271,102838,5811,Banqiao Community Health Service Center,"牛板路板桥段23号, 牛板路, Shun Yi Qu",40.210565,116.524271
4,39.99642786888239,116.44457160953908,ChIJh-sl8M1U8DUROwtB_beHJFI,39,"XCR7+FPF, Bei Yuan Lu, Chao Yang Qu",39.991193,116.414302,5574,610,Kuangquanbing Mianyi Prevent Clinic,"XCR7+FPF, Bei Yuan Lu, Chao Yang Qu",39.991193,116.414302
5,40.31939161706118,117.2229154875136,ChIJo_5m3oQb8TUR5LQKibiSChg,31,"牛板路板桥段23号, 牛板路, Shun Yi Qu",40.210565,116.524271,85531,5336,Banqiao Community Health Service Center,"牛板路板桥段23号, 牛板路, Shun Yi Qu",40.210565,116.524271
6,40.21367497311984,116.11652346322032,ChIJEyNA_u758DURekxQ8BSbXwc,41,"46WW+24W, 满白路, Chang Ping Qu",40.1451116,116.245334,17609,1234,Shahe Town Health Center,"46WW+24W, 满白路, Chang Ping Qu",40.1451116,116.245334
7,40.30811753548835,116.97109278801692,ChIJo_5m3oQb8TUR5LQKibiSChg,31,"牛板路板桥段23号, 牛板路, Shun Yi Qu",40.210565,116.524271,57993,3022,Banqiao Community Health Service Center,"牛板路板桥段23号, 牛板路, Shun Yi Qu",40.210565,116.524271
8,39.96025466357799,115.90133040125215,ChIJzXijqBBD8DUR18pbg8pPjOs,36,"W4Q2+68V, Da Yu Hou Jie, Men Tou Gou Qu",39.938118,116.100788,39751,3603,Heng'antang,"W4Q2+68V, Da Yu Hou Jie, Men Tou Gou Qu",39.938118,116.100788
9,40.58575322996606,116.4501416831482,ChIJE-DpGxne8DURo6e7skVaihY,35,"989W+732, Changping District",40.36813900000001,116.345146,43531,4053,长陵镇北庄社区卫生站,"989W+732, Changping District",40.36813900000001,116.345146
10,40.48855728979888,116.16286667471016,ChIJE953HCq-8DURaqhfh3tXEvc,4,"CXXQ+HCW, 延庆镇, 育仁巷, Yan Qing Qu",40.4489992,115.9885787,24729,2340,Beijing Police Hospital Yanqing Branch,"CXXQ+HCW, 延庆镇, 育仁巷, Yan Qing Qu",40.4489992,115.9885787
11,40.1567037023405,116.25475164536466,ChIJEyNA_u758DURekxQ8BSbXwc,41,"46WW+24W, 满白路, Chang Ping Qu",40.1451116,116.245334,5824,530,Shahe Town Health Center,"46WW+24W, 满白路, Chang Ping Qu",40.1451116,116.245334
12,40.58036978161453,116.75276066537788,ChIJo_5m3oQb8TUR5LQKibiSChg,31,"牛板路板桥段23号, 牛板路, Shun Yi Qu",40.210565,116.524271,78578,5077,Banqiao Community Health Service Center,"牛板路板桥段23号, 牛板路, Shun Yi Qu",40.210565,116.524271
13,40.04908466951769,116.53373716898784,ChIJR6AKEK0A8TURGOFnR4er_HE,55,"2GF6+GF3, 马泉营南里, Lai Guang Ying Dong Lu, Chao Yang Qu",40.0237614,116.5111742,4763,642,Peace Hospital,"2GF6+GF3, 马泉营南里, Lai Guang Ying Dong Lu, Chao Yang Qu",40.0237614,116.5111742
14,39.8242159416897,116.75327665218434,ChIJsS6jS4Ol8TUR-hwIea11O1U,45,"VJH9+7VX, Chaoyang",39.87824200000001,116.61973,21297,1519,Dongxu New Village,"VJH9+7VX, Chaoyang",39.87824200000001,116.61973
15,39.52982034175016,116.28624608926782,ChIJ6UWQOwhK8DURh0MTV3j_a_M,50,"Q82Q+VFR, Xing Feng Da Jie, Da Xing Qu",39.752236,116.33865,31842,1776,Guozhen Special,"Q82Q+VFR, Xing Feng Da Jie, Da Xing Qu",39.752236,116.33865
16,40.04056078495154,116.13299934916158,ChIJEyNA_u758DURekxQ8BSbXwc,41,"46WW+24W, 满白路, Chang Ping Qu",40.1451116,116.245334,24978,1492,Shahe Town Health Center,"46WW+24W, 满白路, Chang Ping Qu",40.1451116,116.245334
17,40.06413835331838,116.40800846125818,ChIJIaYBghr_8DURDfDT92SHHW0,13,"39J5+V46, Changping District",40.082163,116.357755,7038,1319,北郊医院霍营西区社区卫生服务站,"39J5+V46, Changping District",40.082163,116.357755
18,39.778036218502535,115.55340336862166,ChIJzXijqBBD8DUR18pbg8pPjOs,36,"W4Q2+68V, Da Yu Hou Jie, Men Tou Gou Qu",39.938118,116.100788,125663,8119,Heng'antang,"W4Q2+68V, Da Yu Hou Jie, Men Tou Gou Qu",39.938118,116.100788
19,40.575052566619526,116.89483358885448,ChIJo_5m3oQb8TUR5LQKibiSChg,31,"牛板路板桥段23号, 牛板路, Shun Yi Qu",40.210565,116.524271,85714,5299,Banqiao Community Health Service Center,"牛板路板桥段23号, 牛板路, Shun Yi Qu",40.210565,116.524271
20,39.89184798913451,116.16259402065664,ChIJzXijqBBD8DUR18pbg8pPjOs,36,"W4Q2+68V, Da Yu Hou Jie, Men Tou Gou Qu",39.938118,116.100788,8939,1118,Heng'antang,"W4Q2+68V, Da Yu Hou Jie, Men Tou Gou Qu",39.938118,116.100788
21,39.63298218085252,116.75804727042672,ChIJb7VmXmiy8TUROkg3fSqAyZE,51,"VF3J+82P, Da Yang Fang Lu, Chao Yang Qu",39.853344,116.480071,46193,2334,Shibalidian Community Health Service Center,"VF3J+82P, Da Yang Fang Lu, Chao Yang Qu",39.853344,116.480071
22,39.62895106031375,115.53401485835246,ChIJzXijqBBD8DUR18pbg8pPjOs,36,"W4Q2+68V, Da Yu Hou Jie, Men Tou Gou Qu",39.938118,116.100788,100903,6013,Heng'antang,"W4Q2+68V, Da Yu Hou Jie, Men Tou Gou Qu",39.938118,116.100788
23,40.125635719859645,116.26836156372492,ChIJEyNA_u758DURekxQ8BSbXwc,41,"46WW+24W, 满白路, Chang Ping Qu",40.1451116,116.245334,5317,625,Shahe Town Health Center,"46WW+24W, 满白路, Chang Ping Qu",40.1451116,116.245334
