sample_idx,sample_lat,sample_lng,place_id,hosp_name,hosp_addr,hosp_lat,hosp_lng,dist_m,dur_s
46,23.423647166935904,113.3286818369533,ChIJceHK7YjgAjQR3mT5RHC7tKU,51,"C8PJ+378, 中花路, Hua Du Qu, Guang Zhou Shi",23.435154,113.330706,2657,340
47,23.03905637169489,113.36010801189536,ChIJv3uZvHIAAzQRVIJAQqK0Grg,17,"3CQ4+2WW, Xin Gang Dong Lu, Hai Zhu Qu, Guang Zhou Shi",23.08760800000001,113.407319,12789,1162
48,23.129085481511527,113.80207317107181,ChIJKW5AH4oJAzQRGcE6AfxCDyg,1,"3M78+PPF, 望牛墩镇东兴工业园, Dong Guan Shi",23.064324,113.666809,18905,1480
49,23.351371312277383,113.64281001292876,ChIJ2x0864UfAzQRmgY5E6xNtU0,21,"北兴镇花都大道北16号, Hua Du Qu, Guang Zhou Shi",23.433805,113.423999,31143,1394
50,23.470488443757215,113.72538560506986,ChIJjbtioGlHAzQRiTgUAfs60-0,52,"FQRH+CP3, 派潭镇, Pai Tan Da Dao Zhong, Zeng Cheng Qu, Guang Zhou Shi",23.4910248,113.7793124,7361,798
51,23.37275648665093,113.43937091247113,ChIJodebhEkeAzQRegf_R_gGTtc,58,"9CM5+F3P, Fu Long Lu, Bai Yun Qu, Guang Zhou Shi",23.3837151,113.4077068,5086,735
52,23.76462869693045,113.73230279104968,ChIJh6FAiNA6AzQRuT6vVeUbr_o,29,China,23.549537,113.5846286,47663,3780
53,23.521132657746715,113.43840002594634,ChIJceHK7YjgAjQR3mT5RHC7tKU,51,"C8PJ+378, 中花路, Hua Du Qu, Guang Zhou Shi",23.435154,113.330706,20888,2226
54,23.29113066788504,113.62771222451546,ChIJI3DSOZ7iAjQRHIuR_zeImPU,9,"79PJ+JC8, 116省道, Bai Yun Qu, Guang Zhou Shi",23.286537,113.381067,30637,2362
55,23.496889387589196,113.13169071352449,ChIJkcw3wfjdAjQR7ba9wD_6h-4,27,"1 Yu Cai Lu, Hua Du Qu, Guang Zhou Shi",23.4575362,113.2799349,31359,2108
56,23.207407079834216,113.55331654984748,ChIJ5V8xuyIGAzQR5yYMVbVycmA,32,"2 Chen Jia Lin Lu, Zeng Cheng Qu, Guang Zhou Shi",23.119628,113.561746,17074,1654
57,23.416490768874397,113.14860891426977,ChIJ7b2BjEDmAjQRJDZQsUgHCcY,47,"新都大道67号, Ying Bin Da Dao, Hua Du Qu, Guang Zhou Shi",23.401531,113.216944,10102,1363
58,23.245436560489175,113.45432714876605,ChIJI3DSOZ7iAjQRHIuR_zeImPU,9,"79PJ+JC8, 116省道, Bai Yun Qu, Guang Zhou Shi",23.286537,113.381067,10695,1015
59,23.428210272629943,113.50443630785658,ChIJodebhEkeAzQRegf_R_gGTtc,58,"9CM5+F3P, Fu Long Lu, Bai Yun Qu, Guang Zhou Shi",23.3837151,113.4077068,13230,1389
60,23.112701443660125,113.21273566333177,ChIJl59zmBD5AjQRTufuRh73cmY,18,"344 Guang Yuan Xi Lu, Yue Xiu Qu, Guang Zhou Shi",23.157455,113.255793,9004,777
61,23.6152158419514,113.775990663605,ChIJjbtioGlHAzQRiTgUAfs60-0,52,"FQRH+CP3, 派潭镇, Pai Tan Da Dao Zhong, Zeng Cheng Qu, Guang Zhou Shi",23.4910248,113.7793124,41893,3496
62,23.211576793407236,113.40935357120244,ChIJxw0elnICAzQR5-em3aIFHtw,59,"59VV+47X, 广汕公路, Tian He Qu, Guang Zhou Shi",23.192863,113.393219,9008,626
63,22.89641336614242,113.45788078976331,ChIJv3uZvHIAAzQRVIJAQqK0Grg,17,"3CQ4+2WW, Xin Gang Dong Lu, Hai Zhu Qu, Guang Zhou Shi",23.08760800000001,113.407319,32412,1875
64,23.682032234008194,113.67150294389361,ChIJh6FAiNA6AzQRuT6vVeUbr_o,29,China,23.549537,113.5846286,22954,2087
65,23.49591087060129,113.3651307356961,ChIJceHK7YjgAjQR3mT5RHC7tKU,51,"C8PJ+378, 中花路, Hua Du Qu, Guang Zhou Shi",23.435154,113.330706,9761,1064
66,23.46304739356846,113.86674477744667,ChIJjbtioGlHAzQRiTgUAfs60-0,52,"FQRH+CP3, 派潭镇, Pai Tan Da Dao Zhong, Zeng Cheng Qu, Guang Zhou Shi",23.4910248,113.7793124,11445,1125
67,23.874903787439973,113.95446519917793,ChIJh6FAiNA6AzQRuT6vVeUbr_o,29,China,23.549537,113.5846286,69644,4178
68,23.355001978535913,113.76185302997308,ChIJjbtioGlHAzQRiTgUAfs60-0,52,"FQRH+CP3, 派潭镇, Pai Tan Da Dao Zhong, Zeng Cheng Qu, Guang Zhou Shi",23.4910248,113.7793124,25708,2212
69,23.79924720179425,113.69183426126806,ChIJh6FAiNA6AzQRuT6vVeUbr_o,29,China,23.549537,113.5846286,51131,4518
70,23.312171365358843,113.73273360280652,ChIJp2sKvvEGAzQRH2qqOZJOIPI,39,"4J68+59R, Xintangzhen, Zengcheng District, Guangzhou",23.110477,113.615886,36107,2745
71,23.276849105659934,113.78473989797322,ChIJp2sKvvEGAzQRH2qqOZJOIPI,39,"4J68+59R, Xintangzhen, Zengcheng District, Guangzhou",23.110477,113.615886,29705,2022
72,23.513790762934374,113.54516540088102,ChIJh6FAiNA6AzQRuT6vVeUbr_o,29,China,23.549537,113.5846286,8467,1130
73,23.259417917067818,113.61045980003962,ChIJ5V8xuyIGAzQR5yYMVbVycmA,32,"2 Chen Jia Lin Lu, Zeng Cheng Qu, Guang Zhou Shi",23.119628,113.561746,20713,2536
74,23.370016951962985,113.2923621962454,ChIJceHK7YjgAjQR3mT5RHC7tKU,51,"C8PJ+378, 中花路, Hua Du Qu, Guang Zhou Shi",23.435154,113.330706,18949,1058
75,22.85324399247351,113.41166134914666,ChIJD0-ACEBUAjQRFCrpulHz9PM,25,"28G6+7C5, 105国道, Pan Yu Qu, Guang Zhou Shi",23.025648,113.311099,27956,2296
76,23.555995019181037,113.78827469785561,ChIJjbtioGlHAzQRiTgUAfs60-0,52,"FQRH+CP3, 派潭镇, Pai Tan Da Dao Zhong, Zeng Cheng Qu, Guang Zhou Shi",23.4910248,113.7793124,11212,975
77,23.308469059152745,113.54612773757,ChIJI3DSOZ7iAjQRHIuR_zeImPU,9,"79PJ+JC8, 116省道, Bai Yun Qu, Guang Zhou Shi",23.286537,113.381067,27780,1900
78,23.467374102442186,112.97701918768205,ChIJkcw3wfjdAjQR7ba9wD_6h-4,27,"1 Yu Cai Lu, Hua Du Qu, Guang Zhou Shi",23.4575362,113.2799349,39140,2419
79,22.994377945654435,113.35330056927108,ChIJD0-ACEBUAjQRFCrpulHz9PM,25,"28G6+7C5, 105国道, Pan Yu Qu, Guang Zhou Shi",23.025648,113.311099,7382,884
80,23.670089662125573,113.61787904992472,ChIJh6FAiNA6AzQRuT6vVeUbr_o,29,China,23.549537,113.5846286,21992,2485
81,23.626925827425566,113.77133926252853,ChIJjbtioGlHAzQRiTgUAfs60-0,52,"FQRH+CP3, 派潭镇, Pai Tan Da Dao Zhong, Zeng Cheng Qu, Guang Zhou Shi",23.4910248,113.7793124,43436,3680
82,23.54478000027193,113.62795143833316,ChIJh6FAiNA6AzQRuT6vVeUbr_o,29,China,23.549537,113.5846286,5215,1024
83,23.52353371990033,113.35620935785002,ChIJceHK7YjgAjQR3mT5RHC7tKU,51,"C8PJ+378, 中花路, Hua Du Qu, Guang Zhou Shi",23.435154,113.330706,21467,1697
84,23.362671944684596,113.91318497938475,ChIJjbtioGlHAzQRiTgUAfs60-0,52,"FQRH+CP3, 派潭镇, Pai Tan Da Dao Zhong, Zeng Cheng Qu, Guang Zhou Shi",23.4910248,113.7793124,24289,1793
85,23.36832765400798,113.36613709420747,ChIJodebhEkeAzQRegf_R_gGTtc,58,"9CM5+F3P, Fu Long Lu, Bai Yun Qu, Guang Zhou Shi",23.3837151,113.4077068,7505,975
86,23.37067946270886,113.02269241657163,ChIJkcw3wfjdAjQR7ba9wD_6h-4,27,"1 Yu Cai Lu, Hua Du Qu, Guang Zhou Shi",23.4575362,113.2799349,52932,2939
87,23.422920613546264,113.94340656082836,ChIJjbtioGlHAzQRiTgUAfs60-0,52,"FQRH+CP3, 派潭镇, Pai Tan Da Dao Zhong, Zeng Cheng Qu, Guang Zhou Shi",23.4910248,113.7793124,29141,2566
88,23.304571603318486,113.09861181539745,ChIJcxP9IsD8AjQRaNz-qtfPXRc,50,"68X7+R36, Dong Ping Da Dao, Bai Yun Qu, Guang Zhou Shi",23.2495365,113.3126372,32860,1713
89,22.975199862169355,113.43898834413149,ChIJmS4Cns8AAzQRXe6Fvnx7oe4,36,"3FX8+8J5, Huang Pu Dong Lu, Huang Pu Qu, Guang Zhou Shi",23.0982571,113.4666072,22111,1414
90,23.724855594407252,113.80663843565715,ChIJh6FAiNA6AzQRuT6vVeUbr_o,29,China,23.549537,113.5846286,50614,4171
91,22.570045803808902,113.64054966326722,ChIJD2ZXTjMHAzQRYiM2UHx3tD0,35,"红山三路32号, Huang Pu Qu, Guang Zhou Shi",23.095936,113.477989,77032,3886
92,23.67550321392358,113.56970284228895,ChIJh6FAiNA6AzQRuT6vVeUbr_o,29,China,23.549537,113.5846286,15210,1546
93,23.452024026252303,113.60112084258074,ChIJodebhEkeAzQRegf_R_gGTtc,58,"9CM5+F3P, Fu Long Lu, Bai Yun Qu, Guang Zhou Shi",23.3837151,113.4077068,23322,2290
94,22.79834974891693,113.42902724894806,ChIJv3uZvHIAAzQRVIJAQqK0Grg,17,"3CQ4+2WW, Xin Gang Dong Lu, Hai Zhu Qu, Guang Zhou Shi",23.08760800000001,113.407319,43246,2224
95,23.291891812556976,113.63574891421716,ChIJodebhEkeAzQRegf_R_gGTtc,58,"9CM5+F3P, Fu Long Lu, Bai Yun Qu, Guang Zhou Shi",23.3837151,113.4077068,41826,2365
96,23.306479936858533,113.85515610365371,ChIJjbtioGlHAzQRiTgUAfs60-0,52,"FQRH+CP3, 派潭镇, Pai Tan Da Dao Zhong, Zeng Cheng Qu, Guang Zhou Shi",23.4910248,113.7793124,27138,1610
97,23.15244230604563,113.73516951455528,ChIJwwqe4UQJAzQRhmE_b-NYT7Q,8,"4M74+C3J, Dongguan",23.113599,113.655154,14858,1681
98,22.93123732130511,113.31459495015369,ChIJ0T2fPSFXAjQR8g3J4E00RcM,2,"26JP+W6R, Nanhai District, Foshan",23.03236,113.235519,25784,1581
99,23.40789863649787,113.10163998455093,ChIJ7b2BjEDmAjQRJDZQsUgHCcY,47,"新都大道67号, Ying Bin Da Dao, Hua Du Qu, Guang Zhou Shi",23.401531,113.216944,17331,2070
