sample_idx,sample_lat,sample_lng,place_id,hosp_name,hosp_addr,hosp_lat,hosp_lng,dist_m,dur_s
0,31.22291075397489,121.59752575677315,ChIJ1efgBjB2sjURc7a1anD44UM,27,"6JF8+HHW, Pudong",31.22399699999999,121.616444,2901,371
1,31.409720629948733,121.70307281709924,ChIJY-rwFJ91sjURlJjxNZmWbxA,0,"7JW4+2R8, Jin Gao Lu, Pu Dong Xin Qu",31.295049,121.607066,22675,1621
2,31.06591388316353,121.74495986844902,ChIJ1efgBjB2sjURc7a1anD44UM,27,"6JF8+HHW, Pudong",31.22399699999999,121.616444,31155,2297
3,30.85349085181778,121.63244221491023,ChIJ8ZjleFuIsjURZmHK15ByTik,54,"2CH8+GJ8, Deng Hui Lu, Min Hang Qu",31.02879799999999,121.416568,39382,2679
4,30.799559219193373,121.19566617007156,ChIJ8ZjleFuIsjURZmHK15ByTik,54,"2CH8+GJ8, Deng Hui Lu, Min Hang Qu",31.02879799999999,121.416568,55575,3176
5,31.064500937790545,121.70539774533323,ChIJ1efgBjB2sjURc7a1anD44UM,27,"6JF8+HHW, Pudong",31.22399699999999,121.616444,28656,1992
6,31.067506872381333,121.4235265928744,ChIJ8ZjleFuIsjURZmHK15ByTik,54,"2CH8+GJ8, Deng Hui Lu, Min Hang Qu",31.02879799999999,121.416568,6333,1160
7,30.837381080805155,121.39472332378271,ChIJ8ZjleFuIsjURZmHK15ByTik,54,"2CH8+GJ8, Deng Hui Lu, Min Hang Qu",31.02879799999999,121.416568,33617,2271
8,31.591695130726063,121.50607194812046,ChIJY-rwFJ91sjURlJjxNZmWbxA,0,"7JW4+2R8, Jin Gao Lu, Pu Dong Xin Qu",31.295049,121.607066,64494,3565
9,31.090741618807886,121.48032314748286,ChIJE7Ir1yZ6sjUR0zhoXvHKZlU,43,"5G9M+JG3, Dong Shu Fang Lu, Pu Dong Xin Qu",31.169019,121.533803,15834,1421
10,31.032398882215176,121.7282800721225,ChIJ1efgBjB2sjURc7a1anD44UM,27,"6JF8+HHW, Pudong",31.22399699999999,121.616444,33724,2321
11,30.751072643422575,121.31844816518166,ChIJ8ZjleFuIsjURZmHK15ByTik,54,"2CH8+GJ8, Deng Hui Lu, Min Hang Qu",31.02879799999999,121.416568,46652,2538
12,31.02619220107258,121.18162802275137,ChIJcygxQldisjURIn0uekSvIw8,47,"104 Teng Chong Lu, Min Hang Qu",31.099721,121.395467,28127,2352
13,30.85079583891845,121.76886474920471,ChIJB03B4d-IrTURinaim1wTuec,45,"544 Cheng Nan Lu, Chuansha, Pu Dong Xin Qu",31.190866,121.696814,54905,3453
14,31.20194775384887,121.34389980064715,ChIJv0lK7cdlsjURLHCiv04x09Q,25,"1139 Xian Xia Lu, Chang Ning Qu",31.208276,121.376323,4463,739
15,31.536680726988845,121.57569742818765,ChIJY-rwFJ91sjURlJjxNZmWbxA,0,"7JW4+2R8, Jin Gao Lu, Pu Dong Xin Qu",31.295049,121.607066,59792,3442
16,31.42446729269414,121.43493756782303,ChIJM_gs9VhtsjURR89GOdi5ivw,56,"239 Yang Tai Lu, Bao Shan Qu",31.37121900000001,121.444179,8930,1111
17,30.9809124311446,121.26517168311986,ChIJ8ZjleFuIsjURZmHK15ByTik,54,"2CH8+GJ8, Deng Hui Lu, Min Hang Qu",31.02879799999999,121.416568,22188,1144
18,31.375046241606253,121.73556242816474,ChIJY-rwFJ91sjURlJjxNZmWbxA,0,"7JW4+2R8, Jin Gao Lu, Pu Dong Xin Qu",31.295049,121.607066,23091,1641
19,31.335713278307043,121.84787640696995,ChIJY-rwFJ91sjURlJjxNZmWbxA,0,"7JW4+2R8, Jin Gao Lu, Pu Dong Xin Qu",31.295049,121.607066,38754,4860
20,31.428874617814134,121.40198862882053,ChIJM_gs9VhtsjURR89GOdi5ivw,56,"239 Yang Tai Lu, Bao Shan Qu",31.37121900000001,121.444179,10120,1142
21,30.853974586744272,121.10241953033305,ChIJ8ZjleFuIsjURZmHK15ByTik,54,"2CH8+GJ8, Deng Hui Lu, Min Hang Qu",31.02879799999999,121.416568,58470,2893
22,31.066972982234198,121.73125530363825,ChIJ1efgBjB2sjURc7a1anD44UM,27,"6JF8+HHW, Pudong",31.22399699999999,121.616444,29310,2155
23,30.91425150593389,121.47903323668375,ChIJ8ZjleFuIsjURZmHK15ByTik,54,"2CH8+GJ8, Deng Hui Lu, Min Hang Qu",31.02879799999999,121.416568,17698,1442
24,31.21203380529589,121.72774662583993,ChIJB03B4d-IrTURinaim1wTuec,45,"544 Cheng Nan Lu, Chuansha, Pu Dong Xin Qu",31.190866,121.696814,6089,631
25,31.667968441469792,121.44473112439348,ChIJzU_JlbJ1sjURk5oMMcyoKnA,3,"7HVM+CMX, Lai Yang Lu, Pu Dong Xin Qu",31.293623,121.584244,75667,4396
26,30.91267102304839,121.78634279958065,ChIJB03B4d-IrTURinaim1wTuec,45,"544 Cheng Nan Lu, Chuansha, Pu Dong Xin Qu",31.190866,121.696814,47559,2693
27,31.21623388539484,121.51227863384234,ChIJua7busNwsjUR5k_CecB-ZEQ,57,"500 Zhang Yang Lu, Pu Dong Xin Qu",31.227179,121.517877,1933,312
28,31.150581990211307,121.76277899804437,ChIJB03B4d-IrTURinaim1wTuec,45,"544 Cheng Nan Lu, Chuansha, Pu Dong Xin Qu",31.190866,121.696814,12124,1532
29,31.46991216621424,121.80010568045418,ChIJY-rwFJ91sjURlJjxNZmWbxA,0,"7JW4+2R8, Jin Gao Lu, Pu Dong Xin Qu",31.295049,121.607066,40756,2317
30,30.878675476351454,121.08303502704263,ChIJ8ZjleFuIsjURZmHK15ByTik,54,"2CH8+GJ8, Deng Hui Lu, Min Hang Qu",31.02879799999999,121.416568,58184,2893
31,30.89111346669963,121.3947188500135,ChIJ8ZjleFuIsjURZmHK15ByTik,54,"2CH8+GJ8, Deng Hui Lu, Min Hang Qu",31.02879799999999,121.416568,27564,1816
32,31.000297195397277,121.43438968702017,ChIJ8ZjleFuIsjURZmHK15ByTik,54,"2CH8+GJ8, Deng Hui Lu, Min Hang Qu",31.02879799999999,121.416568,8600,892
33,31.107551278996183,121.33790219695057,ChIJcygxQldisjURIn0uekSvIw8,47,"104 Teng Chong Lu, Min Hang Qu",31.099721,121.395467,8424,1147
34,31.11223340921474,121.03524123536192,ChIJQwNCQM75sjUR8kYiToxA6Sc,59,"15弄2 Xiang Ning Bang Lu, Qing Pu Qu, Shang Hai Shi",31.10835890000001,121.0663905,4651,802
35,30.704676830783892,121.33053740328307,ChIJ8ZjleFuIsjURZmHK15ByTik,54,"2CH8+GJ8, Deng Hui Lu, Min Hang Qu",31.02879799999999,121.416568,54212,2941
36,31.12145990621089,121.84888517012664,ChIJB03B4d-IrTURinaim1wTuec,45,"544 Cheng Nan Lu, Chuansha, Pu Dong Xin Qu",31.190866,121.696814,22548,2250
37,30.853410290616825,121.14707912992978,ChIJ8ZjleFuIsjURZmHK15ByTik,54,"2CH8+GJ8, Deng Hui Lu, Min Hang Qu",31.02879799999999,121.416568,53386,2888
38,31.10712022114948,121.00956980104786,ChIJQwNCQM75sjUR8kYiToxA6Sc,59,"15弄2 Xiang Ning Bang Lu, Qing Pu Qu, Shang Hai Shi",31.10835890000001,121.0663905,7099,1156
39,31.033962520085943,121.18346526722563,ChIJcygxQldisjURIn0uekSvIw8,47,"104 Teng Chong Lu, Min Hang Qu",31.099721,121.395467,28592,2380
40,31.627658266848734,121.56664135701527,ChIJY-rwFJ91sjURlJjxNZmWbxA,0,"7JW4+2R8, Jin Gao Lu, Pu Dong Xin Qu",31.295049,121.607066,63539,3910
41,30.733681814471748,121.30337153924245,ChIJ8ZjleFuIsjURZmHK15ByTik,54,"2CH8+GJ8, Deng Hui Lu, Min Hang Qu",31.02879799999999,121.416568,48916,2379
42,30.951505239549206,121.57317458499922,ChIJ8ZjleFuIsjURZmHK15ByTik,54,"2CH8+GJ8, Deng Hui Lu, Min Hang Qu",31.02879799999999,121.416568,29822,1649
43,31.085968213582802,121.75327963380232,ChIJ1efgBjB2sjURc7a1anD44UM,27,"6JF8+HHW, Pudong",31.22399699999999,121.616444,34142,2110
44,30.99224342550498,121.58515977518826,ChIJE7Ir1yZ6sjUR0zhoXvHKZlU,43,"5G9M+JG3, Dong Shu Fang Lu, Pu Dong Xin Qu",31.169019,121.533803,23560,1856
45,31.298243157780394,121.5683771739089,ChIJzU_JlbJ1sjURk5oMMcyoKnA,3,"7HVM+CMX, Lai Yang Lu, Pu Dong Xin Qu",31.293623,121.584244,3089,422
46,30.910839681597768,121.70898104547976,ChIJ8ZjleFuIsjURZmHK15ByTik,54,"2CH8+GJ8, Deng Hui Lu, Min Hang Qu",31.02879799999999,121.416568,39695,2210
47,30.886450942021025,121.76615242431649,ChIJB03B4d-IrTURinaim1wTuec,45,"544 Cheng Nan Lu, Chuansha, Pu Dong Xin Qu",31.190866,121.696814,49157,3020
48,31.20357991578472,121.13130226112368,ChIJQwNCQM75sjUR8kYiToxA6Sc,59,"15弄2 Xiang Ning Bang Lu, Qing Pu Qu, Shang Hai Shi",31.10835890000001,121.0663905,23521,1750
49,30.81438915693264,121.41104375449507,ChIJ8ZjleFuIsjURZmHK15ByTik,54,"2CH8+GJ8, Deng Hui Lu, Min Hang Qu",31.02879799999999,121.416568,33075,1918
50,31.172815223699782,121.74310406397231,ChIJB03B4d-IrTURinaim1wTuec,45,"544 Cheng Nan Lu, Chuansha, Pu Dong Xin Qu",31.190866,121.696814,9224,1207
51,31.26712942680275,121.39722665166204,ChIJv0lK7cdlsjURLHCiv04x09Q,25,"1139 Xian Xia Lu, Chang Ning Qu",31.208276,121.376323,8214,663
52,31.137095442898335,121.1084830424836,ChIJQwNCQM75sjUR8kYiToxA6Sc,59,"15弄2 Xiang Ning Bang Lu, Qing Pu Qu, Shang Hai Shi",31.10835890000001,121.0663905,5497,1012
53,30.93605319418518,121.89782358218758,ChIJB03B4d-IrTURinaim1wTuec,45,"544 Cheng Nan Lu, Chuansha, Pu Dong Xin Qu",31.190866,121.696814,41481,2345
54,31.029114732953346,121.63480756646662,ChIJ1efgBjB2sjURc7a1anD44UM,27,"6JF8+HHW, Pudong",31.22399699999999,121.616444,31607,2082
55,31.09747470029741,121.15241431951199,ChIJQwNCQM75sjUR8kYiToxA6Sc,59,"15弄2 Xiang Ning Bang Lu, Qing Pu Qu, Shang Hai Shi",31.10835890000001,121.0663905,14106,1734
56,31.03594176348018,121.4857655534334,ChIJ8ZjleFuIsjURZmHK15ByTik,54,"2CH8+GJ8, Deng Hui Lu, Min Hang Qu",31.02879799999999,121.416568,13389,1691
57,31.4085938109257,121.35339258132363,ChIJM_gs9VhtsjURR89GOdi5ivw,56,"239 Yang Tai Lu, Bao Shan Qu",31.37121900000001,121.444179,15888,1460
58,31.0828702636237,121.57998608784278,ChIJE7Ir1yZ6sjUR0zhoXvHKZlU,43,"5G9M+JG3, Dong Shu Fang Lu, Pu Dong Xin Qu",31.169019,121.533803,14644,1537
59,30.934433849063282,121.6488856510971,ChIJ8ZjleFuIsjURZmHK15ByTik,54,"2CH8+GJ8, Deng Hui Lu, Min Hang Qu",31.02879799999999,121.416568,35722,2321
60,31.53853082339823,121.79113388513262,ChIJY-rwFJ91sjURlJjxNZmWbxA,0,"7JW4+2R8, Jin Gao Lu, Pu Dong Xin Qu",31.295049,121.607066,40274,2343
61,31.13147931553221,121.122939891059,ChIJQwNCQM75sjUR8kYiToxA6Sc,59,"15弄2 Xiang Ning Bang Lu, Qing Pu Qu, Shang Hai Shi",31.10835890000001,121.0663905,12704,1125
