sample_idx,sample_lat,sample_lng,place_id,hosp_name,hosp_addr,hosp_lat,hosp_lng,dist_m,dur_s
27,6.251818082677062,-75.68201185873767,ChIJuR6Y3popRI4RiDKnVRhOqxM,18,,6.2415056,-75.6080442,13068,2385
28,6.229826169345834,-75.68845063865366,ChIJr12B4eMpRI4RO3OiLfffJus,53,Calle 2b #100,6.2122757,-75.6035406,35083,5578
29,6.301281287812815,-75.62911526972985,ChIJE9rpm1ApRI4R21vmmETfKEQ,24,"Robledo la Aurora, Carrera 102c #63 B 65",6.2811828,-75.61280020000001,8283,1175
30,6.238610364419536,-75.69867667242472,ChIJP_nSYp4pRI4RumyOTv74yRI,14,Carrera 83 #37d-59,6.247156400000001,-75.6026789,41400,5498
31,6.305211683071166,-75.61679439423699,ChIJE9rpm1ApRI4R21vmmETfKEQ,24,"Robledo la Aurora, Carrera 102c #63 B 65",6.2811828,-75.61280020000001,7519,1125
32,6.248754715640685,-75.6807961025871,ChIJuR6Y3popRI4RiDKnVRhOqxM,18,,6.2415056,-75.6080442,13293,2427
33,6.241571823843021,-75.48845320739386,ChIJY6NkV_goRI4RMlPFw9ilsNg,55,"Edifico Puerta Santa María, Carrera 47 #52-83 Interior 401",6.2503231,-75.5653346,22402,3000
34,6.221480422893354,-75.55722328234009,ChIJCZAfgfcoRI4RPrb1N9oAU-0,47,Carrera 45 #45-06,6.2409287,-75.5699405,6792,818
35,6.216186452157186,-75.63255391295498,ChIJtSQh7ecpRI4R6R__yB9SNKI,45,Diagonal 75B #5-106,6.217148599999999,-75.5984526,6366,1144
36,6.220738810089024,-75.65830405958,ChIJtSQh7ecpRI4R6R__yB9SNKI,45,Diagonal 75B #5-106,6.217148599999999,-75.5984526,9616,1719
